year,circuitId,name,location,country,lat,lng,alt,url
2004,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2004,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2004,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2004,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2004,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2004,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2004,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2005,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2005,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2005,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2005,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2005,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2005,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2005,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,Indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
2005,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2005,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,Istanbul,http://en.wikipedia.org/wiki/Istanbul_Park
2005,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2005,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2005,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2005,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2005,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2005,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2005,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2005,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2005,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2005,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2006,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2006,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2006,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2006,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2006,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2006,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,Imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2006,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,Indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
2006,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2006,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,Istanbul,http://en.wikipedia.org/wiki/Istanbul_Park
2006,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2006,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2006,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2006,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2006,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2006,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2006,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2006,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2006,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2007,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2007,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2007,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2007,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.927,Oyama,http://en.wikipedia.org/wiki/Fuji_Speedway
2007,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2007,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,Indianapolis,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
2007,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2007,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,Istanbul,http://en.wikipedia.org/wiki/Istanbul_Park
2007,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2007,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2007,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2007,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2007,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2007,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2007,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2007,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2007,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2008,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2008,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2008,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2008,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.927,Oyama,http://en.wikipedia.org/wiki/Fuji_Speedway
2008,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2008,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2008,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2008,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,Istanbul,http://en.wikipedia.org/wiki/Istanbul_Park
2008,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,Magny Cours,http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours
2008,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,Marina Bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit
2008,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2008,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2008,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2008,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2008,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2008,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2008,valencia,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667,Valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit
2008,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2009,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2009,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2009,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2009,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2009,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2009,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,Istanbul,http://en.wikipedia.org/wiki/Istanbul_Park
2009,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,Marina Bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit
2009,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2009,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2009,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2009,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2009,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2009,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2009,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2009,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2009,valencia,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667,Valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit
2009,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,Abu Dhabi,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
2010,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2010,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2010,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2010,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2010,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2010,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2010,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,Istanbul,http://en.wikipedia.org/wiki/Istanbul_Park
2010,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,Marina Bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit
2010,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2010,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2010,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2010,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2010,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2010,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2010,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2010,valencia,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667,Valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit
2010,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2010,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,Abu Dhabi,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
2010,yeongam,Korean International Circuit,Yeongam County,Korea,34.7333,126.417,Yeongam County,http://en.wikipedia.org/wiki/Korean_International_Circuit
2011,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2011,buddh,Buddh International Circuit,Uttar Pradesh,India,28.3487,77.5331,Uttar Pradesh,http://en.wikipedia.org/wiki/Buddh_International_Circuit
2011,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2011,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2011,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2011,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,Istanbul,http://en.wikipedia.org/wiki/Istanbul_Park
2011,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,Marina Bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit
2011,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2011,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2011,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2011,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2011,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2011,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2011,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2011,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2011,valencia,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667,Valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit
2011,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2011,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,Abu Dhabi,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
2011,yeongam,Korean International Circuit,Yeongam County,Korea,34.7333,126.417,Yeongam County,http://en.wikipedia.org/wiki/Korean_International_Circuit
2012,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2012,americas,Circuit of the Americas,Austin,USA,30.1328,-97.6411,Austin,http://en.wikipedia.org/wiki/Circuit_of_the_Americas
2012,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2012,buddh,Buddh International Circuit,Uttar Pradesh,India,28.3487,77.5331,Uttar Pradesh,http://en.wikipedia.org/wiki/Buddh_International_Circuit
2012,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2012,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2012,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2012,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2012,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,Marina Bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit
2012,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2012,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2012,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2012,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2012,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2012,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2012,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2012,valencia,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667,Valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit
2012,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2012,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,Abu Dhabi,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
2012,yeongam,Korean International Circuit,Yeongam County,Korea,34.7333,126.417,Yeongam County,http://en.wikipedia.org/wiki/Korean_International_Circuit
2013,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2013,americas,Circuit of the Americas,Austin,USA,30.1328,-97.6411,Austin,http://en.wikipedia.org/wiki/Circuit_of_the_Americas
2013,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2013,buddh,Buddh International Circuit,Uttar Pradesh,India,28.3487,77.5331,Uttar Pradesh,http://en.wikipedia.org/wiki/Buddh_International_Circuit
2013,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2013,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2013,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2013,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,Marina Bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit
2013,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,Monte-Carlo,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2013,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,Monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2013,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,Nürburg,http://en.wikipedia.org/wiki/N%C3%BCrburgring
2013,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,Kuala Lumpur,http://en.wikipedia.org/wiki/Sepang_International_Circuit
2013,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,Shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit
2013,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,Silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit
2013,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,Spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2013,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,Suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit
2013,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,Montreal,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2013,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,Abu Dhabi,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
2013,yeongam,Korean International Circuit,Yeongam County,Korea,34.7333,126.417,Yeongam County,http://en.wikipedia.org/wiki/Korean_International_Circuit
2014,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,Melbourne,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2014,americas,Circuit of the Americas,Austin,USA,30.1328,-97.6411,Austin,http://en.wikipedia.org/wiki/Circuit_of_the_Americas
2014,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,Sakhir,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2014,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,Montmeló,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2014,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,Hockenheim,http://en.wikipedia.org/wiki/Hockenheimring
2014,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,Budapest,http://en.wikipedia.org/wiki/Hungaroring
2014,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,São Paulo,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2014,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,Marina Bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit
